name,title,department,dollarsThisYear,dollarsLastYear,benefits,clickRate,clicks,impressions,budgetPercent
immi-permanent,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
immi-permanent,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
gender-other,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"182,900,000 passengers carried: tram services",0.01,1,100,0.080778479
gender-other,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,2 public transport network improvement: minor projects completed _ tram,0.01,1,100,0.080778479
gender-other,Tram Services,"Department of Economic Development, Jobs, Transport and Resources",645000000,603400000,"12,100,000 total kilometres scheduled: tram",0.01,1,100,0.080778479
ages-04,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
ages-04,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
ages-512,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
ages-512,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
ages-1318,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
ages-1318,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
ages-1924,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
ages-1924,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
ages-2534,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
ages-2534,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
ages-3544,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
ages-3544,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
ages-4554,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
ages-4554,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
ages-5564,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
ages-5564,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
ages-65,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
ages-65,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
gender-male,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
gender-male,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
gender-female,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
gender-female,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
children-04,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
children-04,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
children-512,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
children-512,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
children-1318,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
children-1318,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
children-1920,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
children-1920,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
children-25,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
children-25,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
children-0,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
children-0,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,"45 000 Attendance at Cultural Diversity Week flagship event, Viva Victoria",0.01,1,100,0.072463768
live-metro,Multicultural Affairs and Citizenship policy and programs,Department of Premier and Cabinet,28500000,21100000,60 Consultations with culturally and linguistically diverse (CALD) communities,0.01,1,100,0.072463768
